status,manifest_group,root,experiment,variant,condition,seed,alpha,score_key,spearman_rho,avg_spearman_rho,vun,uniqueness,avg_uniqueness,min_uniqueness,validity,novelty,mae,avg_mae,slope,avg_slope,protocol,warning,output_dir,actual_mean,actual_std,avg_tanimoto,bin_summary,int_div,intercept,logp_mae,logp_mean,logp_rho,logp_slope,logp_std,logp_uniqueness,mae_tail_avg,mae_tail_hi,mae_tail_lo,min_bin_uniqueness,min_spearman_rho,molwt_mae,molwt_rho,molwt_slope,molwt_uniqueness,mw_mean,mw_std,n_unique_scaffolds,nn_sim_mean,num_generated,pearson_r,qed_mae,qed_mean,qed_rho,qed_slope,qed_std,qed_uniqueness,sa_mean,sa_score_mae,sa_score_rho,sa_score_slope,sa_score_uniqueness,sa_std,scaffold_diversity,spearman_pval,target_mean
complete_pass,,final_v2,exp_NoDrift_multi4_v2,NoDrift,multi4,42,alpha=1.5,avg_spearman_rho,,0.007717952065674087,,,0.982023202320232,0.9802980298029803,,,,22.22915789365921,,0.006052727905810762,"multi4, pos=prop, bin=off, v2",,outputs/final_v2/exp_NoDrift_multi4_v2,,,,,,,1.847107967341631,,0.002831092882262379,0.0006347688023158309,,0.9802980298029803,,,,,-0.005160271441986933,84.95117566207918,0.009436338955275611,0.013655315282546092,0.9810981098109811,,,,,,,0.2887593868381384,,-0.005160271441986933,-0.014033315438327037,,0.9840984098409841,,1.8295885583778904,0.023764647867145293,0.023954142976708163,0.9825982598259826,,,,
complete_pass,multi4_v2,multi4,pub_G4_multi4_v2_s42,G4,multi4,42,alpha=5.0,avg_spearman_rho,,0.4741555044095187,,,0.9888738873887388,0.985998599859986,,,,11.510161730783903,,0.6032514157946405,"multi4, pos=prop, bin=off",,outputs/publication/multi4/pub_G4_multi4_v2_s42,,,,,,,1.127336407517242,,0.5612402907141847,0.6210013976571772,,0.9903990399039904,,,,,0.25235849222164974,43.358319460101555,0.7045884110771091,0.9061232733486164,0.985998599859986,,,,,,,0.21599814834167033,,0.25235849222164974,0.3817003047648579,,0.9883988398839884,,1.3389929071751432,0.37843482362513114,0.5041806874079103,0.9906990699069907,,,,
complete_pass,paper_faithfulness_audit,audit,pub_P1_paper_tau_batch_lambda_qed_s42,P1_paper_tau_batch_lambda,qed,42,5.0,spearman_rho,0.29486781892867475,,0.9821000000000001,0.9824,,,1.0,0.9996946254071661,0.20634027687519943,,0.4500324579692749,,"qed, pos=prop, bin=on",,outputs/publication/audit/pub_P1_paper_tau_batch_lambda_qed_s42,0.5658524697377139,0.19512859843882735,0.09708535546508171,0.39→0.41 0.50→0.46 0.56→0.48 0.60→0.49 0.63→0.51 0.66→0.55 0.69→0.56 0.71→0.55 0.73→0.58 0.75→0.59 0.77→0.59 0.79→0.59 0.80→0.60 0.82→0.61 0.83→0.61 0.85→0.62 0.86→0.63 0.88→0.63 0.90→0.63 0.92→0.63,0.9029146445349183,0.23658031175764052,,,,,,,0.21841163568652575,0.28528765981087467,0.15153561156217682,0.992,,,,,,,,6510,0.25934521932806465,10000,0.31781840136353245,,,,,,,,,,,,,0.651,8.938411856320505e-200,0.7316631326235451
complete_pass,paper_faithfulness_audit,audit,pub_P2_paper_tau_fixed_lambda_qed_s42,P2_paper_tau_fixed_lambda,qed,42,2.0,spearman_rho,0.2976864861606756,,0.985,0.985,,,1.0,1.0,0.2079976181610177,,0.4499980217750942,,"qed, pos=prop, bin=on",,outputs/publication/audit/pub_P2_paper_tau_fixed_lambda_qed_s42,0.5655930278548525,0.19657556278623825,0.10205050558890363,0.39→0.42 0.50→0.46 0.56→0.48 0.60→0.51 0.63→0.51 0.66→0.52 0.69→0.55 0.71→0.56 0.73→0.56 0.75→0.58 0.77→0.59 0.79→0.61 0.80→0.60 0.82→0.60 0.83→0.61 0.85→0.62 0.86→0.63 0.88→0.63 0.90→0.64 0.92→0.64,0.8979494944110964,0.2363460655684891,,,,,,,0.2171004987716516,0.27639508206366636,0.15780591547963685,0.99,,,,,,,,6640,0.25769054434699123,10000,0.315454845730351,,,,,,,,,,,,,0.664,9.377842662265337e-204,0.7316631326235451
complete_pass,paper_faithfulness_audit,audit,pub_P3_no_cfg_qed_s42,P3_no_cfg,qed,42,1.5,spearman_rho,0.19599219415810354,,0.9847,0.9848,,,1.0,0.9998984565393989,0.20678312448587216,,0.2886230440059823,,"qed, pos=prop, bin=on",,outputs/publication/audit/pub_P3_no_cfg_qed_s42,0.5798279202162162,0.19164257981216767,0.10174281810843756,0.39→0.48 0.50→0.51 0.56→0.53 0.60→0.55 0.63→0.54 0.66→0.56 0.69→0.57 0.71→0.57 0.73→0.58 0.75→0.60 0.77→0.61 0.79→0.59 0.80→0.59 0.82→0.60 0.83→0.62 0.85→0.62 0.86→0.62 0.88→0.63 0.90→0.61 0.92→0.63,0.8982571818915625,0.3686530796914563,,,,,,,0.23474785516924093,0.2884669892361638,0.18102872110231805,0.994,,,,,,,,6627,0.264509899365623,10000,0.2075368020422887,,,,,,,,,,,,,0.6627,3.7043889417880696e-87,0.7316631326235451
complete_pass,paper_faithfulness_audit,audit,pub_P4_no_zdiv_qed_s42,P4_no_zdiv,qed,42,5.0,spearman_rho,0.3055503965908737,,0.7775,0.7776,,,1.0,0.9998713991769548,0.19649192962480874,,0.476611007225028,,"qed, pos=prop, bin=on",,outputs/publication/audit/pub_P4_no_zdiv_qed_s42,0.5767909941530693,0.19196843041919884,0.11186061365519567,0.39→0.41 0.50→0.46 0.56→0.48 0.60→0.51 0.63→0.50 0.66→0.53 0.69→0.56 0.71→0.57 0.73→0.61 0.75→0.62 0.77→0.62 0.79→0.63 0.80→0.64 0.82→0.63 0.83→0.63 0.85→0.63 0.86→0.63 0.88→0.63 0.90→0.63 0.92→0.62,0.8881393863448044,0.2280722915639425,,,,,,,0.22860817470287226,0.30272283033720526,0.15449351906853928,0.84,,,,,,,,4072,0.26803186796355283,10000,0.3421293877462656,,,,,,,,,,,,,0.4072,4.274752388588973e-215,0.7316631326235451
complete_pass,paper_faithfulness_audit,audit,pub_P5_y_only_norm_qed_s42,P5_y_only_norm,qed,42,5.0,spearman_rho,0.37703780866545333,,0.9809,0.981,,,1.0,0.9998980632008155,0.20971785779459898,,0.5640930024085067,,"qed, pos=prop, bin=on",,outputs/publication/audit/pub_P5_y_only_norm_qed_s42,0.5521459347239214,0.1966660205440115,0.10186301765143974,0.39→0.38 0.50→0.42 0.56→0.44 0.60→0.46 0.63→0.47 0.66→0.49 0.69→0.51 0.71→0.54 0.73→0.57 0.75→0.58 0.77→0.59 0.79→0.60 0.80→0.60 0.82→0.61 0.83→0.61 0.85→0.63 0.86→0.64 0.88→0.62 0.90→0.64 0.92→0.64,0.8981369823485603,0.13941988149069215,,,,,,,0.21596739850822277,0.2786617336478092,0.1532730633686363,0.99,,,,,,,,6373,0.25232456968213357,10000,0.39525512366032156,,,,,,,,,,,,,0.6373,0.0,0.7316631326235451
complete_pass,paper_faithfulness_audit,audit,pub_P6_no_cross_norm_qed_s42,P6_no_cross_norm,qed,42,3.0,spearman_rho,-0.0008441488790071732,,0.8991,0.8991,,,1.0,1.0,0.5151893713811302,,-0.0035999936642019154,,"qed, pos=prop, bin=on",,outputs/publication/audit/pub_P6_no_cross_norm_qed_s42,0.2202625037286632,0.1697710447402172,0.06695121950780536,0.39→0.22 0.50→0.22 0.56→0.23 0.60→0.21 0.63→0.22 0.66→0.21 0.69→0.23 0.71→0.21 0.73→0.22 0.75→0.23 0.77→0.22 0.79→0.21 0.80→0.21 0.82→0.23 0.83→0.23 0.85→0.22 0.86→0.22 0.88→0.21 0.90→0.22 0.92→0.22,0.9330487804921946,0.22289648637043832,,,,,,,0.45253587365492115,0.6992711847759409,0.20580056253390142,0.978,,,,,,,,5380,0.14055739751156032,10000,-0.00292209439581904,,,,,,,,,,,,,0.538,0.9327349484570919,0.7316631326235451
complete_pass,,final,exp_A1_qed,A1,qed,42,1.0,spearman_rho,0.4485016632311119,,0.9732,0.9732,,,1.0,1.0,0.39306989678421184,,0.4954979285633183,,"qed, pos=hybrid, bin=on",,outputs/final/exp_A1_qed,0.34874278304028694,0.199512255206756,0.12378073318124862,0.39→0.39 0.50→0.32 0.56→0.27 0.60→0.22 0.63→0.18 0.66→0.18 0.69→0.18 0.71→0.23 0.73→0.25 0.75→0.28 0.77→0.35 0.79→0.40 0.80→0.43 0.82→0.44 0.83→0.46 0.85→0.46 0.86→0.48 0.88→0.48 0.90→0.50 0.92→0.51,0.8762192668187514,-0.013794783580828132,,,,,,,0.27769808601702195,0.40954341606328504,0.1458527559707588,0.908,,,,,,,,7901,0.1933366290871358,10000,0.3422381279649495,,,,,,,,,,,,,0.7901,0.0,0.7316631326235451
complete_pass,,final,exp_A2_qed,A2,qed,42,5.0,spearman_rho,0.2864997467554469,,0.985,0.985,,,1.0,1.0,0.24456989608029153,,0.46062012552309023,,"qed, pos=prop, bin=on",,outputs/final/exp_A2_qed,0.5123555583626312,0.1932889526614234,0.08748723028170258,0.39→0.33 0.50→0.39 0.56→0.43 0.60→0.46 0.63→0.47 0.66→0.50 0.69→0.50 0.71→0.52 0.73→0.53 0.75→0.53 0.77→0.55 0.79→0.55 0.80→0.55 0.82→0.53 0.83→0.57 0.85→0.56 0.86→0.56 0.88→0.56 0.90→0.58 0.92→0.58,0.9125127697182974,0.17533679437295674,,,,,,,0.24930087905027645,0.33632898270783995,0.16227277539271295,0.992,,,,,,,,5744,0.23180354807828354,10000,0.32839157199671815,,,,,,,,,,,,,0.5744,3.167696034715959e-188,0.7316631326235451
